id,cluster
uid-1874,2
uid-1875,1
uid-1876,1
uid-1877,1
uid-1878,1
uid-1879,3
uid-1880,3
uid-1881,2
uid-1882,2
uid-1883,2
uid-1884,3
uid-1885,1
uid-1886,1
uid-1887,1
uid-1888,2
uid-1889,1
uid-1890,1
uid-1891,2
uid-1892,2
uid-1893,2
uid-1894,2
uid-1895,1
uid-1896,2
uid-1897,3
uid-1898,1
uid-1899,2
uid-1900,2
uid-1901,2
uid-1902,3
uid-1903,2
uid-1904,1
uid-1905,2
uid-1906,2
uid-1907,1
uid-1908,2
uid-1909,1
uid-1910,3
uid-1911,2
uid-1912,1
uid-1913,3
uid-1914,2
uid-1915,3
uid-1916,3
uid-1917,1
uid-1918,2
uid-1919,3
uid-1920,2
uid-1921,1
uid-1922,3
uid-1923,1
uid-1924,1
uid-1925,1
uid-1926,2
uid-1927,2
uid-1928,1
uid-1929,1
uid-1930,2
uid-1931,2
uid-1932,2
uid-1933,1
uid-1934,2
uid-1935,1
uid-1936,1
uid-1937,1
uid-1938,1
uid-1939,2
uid-1940,1
uid-1941,2
uid-1942,2
uid-1943,1
uid-1944,2
uid-1945,2
uid-1946,3
uid-1947,2
uid-1948,2
uid-1949,1
uid-1950,1
uid-1951,1
uid-1952,3
uid-1953,2
uid-1954,2
uid-1955,2
uid-1956,1
uid-1957,2
uid-1958,1
uid-1959,2
uid-1960,2
uid-1961,2
uid-1962,2
uid-1963,2
uid-1964,2
uid-1965,1
uid-1966,2
uid-1967,1
uid-1968,2
uid-1969,1
uid-1970,1
uid-1971,1
uid-1972,2
uid-1973,1
uid-1974,1
uid-1975,2
uid-1976,3
uid-1977,1
uid-1978,2
uid-1979,1
uid-1980,2
uid-1981,2
uid-1982,1
uid-1983,1
uid-1984,2
uid-1985,2
uid-1986,2
uid-1987,1
uid-1988,2
uid-1989,2
uid-1990,1
uid-1991,3
uid-1992,1
uid-1993,3
uid-1994,1
uid-1995,2
uid-1996,2
uid-1997,1
uid-1998,1
uid-1999,2
uid-2000,2
uid-2001,1
uid-2002,1
uid-2003,2
uid-2004,1
uid-2005,1
uid-2006,2
uid-2007,1
uid-2008,1
uid-2009,3
uid-2010,2
uid-2011,2
uid-2012,2
uid-2013,1
uid-2014,2
uid-2015,1
uid-2016,1
uid-2017,1
uid-2018,1
uid-2019,3
uid-2020,2
uid-2021,3
uid-2022,1
uid-2023,1
uid-2024,3
uid-2025,3
uid-2026,1
uid-2027,3
uid-2028,1
uid-2029,2
uid-2030,1
uid-2031,3
uid-2032,1
uid-2033,3
uid-2034,1
uid-2035,2
uid-2036,3
uid-2037,2
uid-2038,1
uid-2039,2
uid-2040,1
uid-2041,2
uid-2042,2
uid-2043,1
uid-2044,1
uid-2045,1
uid-2046,2
uid-2047,1
uid-2048,1
uid-2049,3
uid-2050,3
uid-2051,3
uid-2052,1
uid-2053,2
uid-2054,1
uid-2055,1
uid-2056,3
uid-2057,2
uid-2058,3
uid-2059,2
uid-2060,2
uid-2061,1
uid-2062,2
uid-2063,2
uid-2064,2
uid-2065,1
uid-2066,2
uid-2067,3
uid-2068,1
uid-2069,1
uid-2070,2
uid-2071,1
uid-2072,1
uid-2073,1
uid-2074,1
uid-2075,1
uid-2076,3
uid-2077,1
uid-2078,2
uid-2079,2
uid-2080,1
uid-2081,2
uid-2082,2
uid-2083,1
uid-2084,1
uid-2085,2
uid-2086,3
uid-2087,2
uid-2088,3
uid-2089,2
uid-2090,3
uid-2091,1
uid-2092,2
uid-2093,3
uid-2094,2
uid-2095,2
uid-2096,2
uid-2097,1
uid-2098,2
uid-2099,2
uid-2100,1
uid-2101,2
uid-2102,2
uid-2103,1
uid-2104,2
uid-2105,2
uid-2106,2
uid-2107,2
uid-2108,3
uid-2109,2
uid-2110,2
uid-2111,2
uid-2112,1
uid-2113,1
uid-2114,3
uid-2115,1
uid-2116,2
uid-2117,2
uid-2118,3
uid-2119,1
uid-2120,2
uid-2121,2
uid-2122,2
uid-2123,2
uid-2124,2
uid-2125,3
uid-2126,2
uid-2127,2
uid-2128,2
uid-2129,1
uid-2130,2
uid-2131,1
uid-2132,1
uid-2133,2
uid-2134,2
uid-2135,2
uid-2136,2
uid-2137,2
uid-2138,2
uid-2139,1
uid-2140,1
uid-2141,1
uid-2142,2
uid-2143,1
uid-2144,2
uid-2145,2
uid-2146,1
uid-2147,1
uid-2148,1
uid-2149,2
uid-2150,2
uid-2151,2
uid-2152,2
uid-2153,2
uid-2154,2
uid-2155,2
uid-2156,2
uid-2157,1
uid-2158,2
uid-2159,3
uid-2160,1
uid-2161,2
uid-2162,2
uid-2163,2
uid-2164,1
uid-2165,2
uid-2166,2
uid-2167,3
uid-2168,3
uid-2169,2
uid-2170,1
uid-2171,1
uid-2172,1
uid-2173,2
uid-2174,2
uid-2175,2
uid-2176,1
uid-2177,1
uid-2178,1
uid-2179,2
uid-2180,2
uid-2181,2
uid-2182,2
uid-2183,2
uid-2184,1
uid-2185,2
uid-2186,2
uid-2187,2
uid-2188,3
uid-2189,1
uid-2190,2
uid-2191,2
uid-2192,2
uid-2193,2
uid-2194,1
uid-2195,2
uid-2196,2
uid-2197,2
uid-2198,1
uid-2199,2
uid-2200,3
uid-2201,2
uid-2202,1
uid-2203,2
uid-2204,3
uid-2205,3
uid-2206,1
uid-2207,2
uid-2208,3
uid-2209,1
uid-2210,3
uid-2211,2
uid-2212,1
uid-2213,2
uid-2214,2
uid-2215,3
uid-2216,1
uid-2217,2
uid-2218,2
uid-2219,2
uid-2220,2
uid-2221,3
uid-2222,2
uid-2223,2
uid-2224,3
uid-2225,1
uid-2226,2
uid-2227,2
uid-2228,3
uid-2229,3
uid-2230,2
uid-2231,1
uid-2232,3
uid-2233,1
uid-2234,3
uid-2235,2
uid-2236,2
uid-2237,2
uid-2238,1
uid-2239,2
uid-2240,2
uid-2241,2
uid-2242,2
uid-2243,2
uid-2244,3
uid-2245,3
uid-2246,1
uid-2247,2
uid-2248,1
uid-2249,3
uid-2250,1
uid-2251,2
uid-2252,2
uid-2253,1
uid-2254,2
uid-2255,2
uid-2256,1
uid-2257,1
uid-2258,2
uid-2259,2
uid-2260,1
uid-2261,1
uid-2262,2
uid-2263,2
uid-2264,3
uid-2265,2
uid-2266,3
uid-2267,2
uid-2268,1
uid-2269,1
uid-2270,1
uid-2271,2
uid-2272,3
uid-2273,3
uid-2274,2
uid-2275,1
uid-2276,2
uid-2277,1
uid-2278,2
uid-2279,3
uid-2280,1
uid-2281,1
uid-2282,3
uid-2283,3
uid-2284,2
uid-2285,2
uid-2286,3
uid-2287,2
uid-2288,1
uid-2289,3
uid-2290,2
uid-2291,3
uid-2292,3
uid-2293,2
uid-2294,1
uid-2295,3
uid-2296,1
uid-2297,2
uid-2298,2
uid-2299,1
uid-2300,2
uid-2301,2
uid-2302,2
uid-2303,1
uid-2304,1
uid-2305,1
uid-2306,1
uid-2307,1
uid-2308,3
uid-2309,1
uid-2310,1
uid-2311,2
uid-2312,1
uid-2313,1
uid-2314,2
uid-2315,3
uid-2316,1
uid-2317,2
uid-2318,1
uid-2319,3
uid-2320,1
uid-2321,2
uid-2322,2
uid-2323,2
uid-2324,3
uid-2325,2
uid-2326,2
uid-2327,2
uid-2328,3
uid-2329,2
uid-2330,2
uid-2331,1
uid-2332,1
uid-2333,3
uid-2334,1
uid-2335,2
uid-2336,2
uid-2337,1
uid-2338,1
uid-2339,1
uid-2340,1
uid-2341,1
uid-2342,1
uid-2343,1
uid-2344,3
uid-2345,1
uid-2346,1
uid-2347,2
uid-2348,1
uid-2349,2
uid-2350,2
uid-2351,1
uid-2352,1
uid-2353,2
uid-2354,1
uid-2355,2
uid-2356,1
uid-2357,1
uid-2358,2
uid-2359,3
uid-2360,1
uid-2361,3
uid-2362,3
uid-2363,2
uid-2364,1
uid-2365,2
uid-2366,2
uid-2367,2
uid-2368,1
uid-2369,2
uid-2370,2
uid-2371,2
uid-2372,3
uid-2373,1
uid-2374,3
uid-2375,2
uid-2376,3
uid-2377,1
uid-2378,2
uid-2379,3
uid-2380,1
uid-2381,3
uid-2382,1
uid-2383,2
uid-2384,1
uid-2385,1
uid-2386,1
uid-2387,2
uid-2388,1
uid-2389,2
uid-2390,1
uid-2391,1
uid-2392,2
uid-2393,1
uid-2394,2
uid-2395,1
uid-2396,3
uid-2397,1
uid-2398,2
uid-2399,1
uid-2400,1
uid-2401,2
uid-2402,2
uid-2403,3
uid-2404,2
uid-2405,2
uid-2406,1
uid-2407,1
uid-2408,2
uid-2409,3
uid-2410,1
uid-2411,1
uid-2412,2
uid-2413,2
uid-2414,3
uid-2415,2
uid-2416,1
uid-2417,3
uid-2418,2
uid-2419,3
uid-2420,3
uid-2421,2
uid-2422,2
uid-2423,2
uid-2424,1
uid-2425,2
uid-2426,1
uid-2427,1
uid-2428,3
uid-2429,2
uid-2430,2
uid-2431,2
uid-2432,2
uid-2433,3
uid-2434,2
uid-2435,1
uid-2436,3
uid-2437,2
uid-2438,3
uid-2439,2
uid-2440,3
uid-2441,1
uid-2442,1
uid-2443,1
uid-2444,3
uid-2445,2
uid-2446,3
uid-2447,2
uid-2448,1
uid-2449,1
uid-2450,1
uid-2451,1
uid-2452,2
uid-2453,2
uid-2454,1
uid-2455,2
uid-2456,1
uid-2457,2
uid-2458,2
uid-2459,2
uid-2460,1
uid-2461,2
uid-2462,1
uid-2463,1
uid-2464,3
uid-2465,3
uid-2466,1
uid-2467,1
uid-2468,1
uid-2469,3
uid-2470,2
uid-2471,2
uid-2472,2
uid-2473,1
uid-2474,2
uid-2475,1
uid-2476,1
uid-2477,1
uid-2478,1
uid-2479,3
uid-2480,2
uid-2481,3
uid-2482,2
uid-2483,2
uid-2484,2
uid-2485,1
uid-2486,1
uid-2487,1
uid-2488,1
uid-2489,2
uid-2490,3
uid-2491,1
uid-2492,1
uid-2493,1
uid-2494,3
uid-2495,1
uid-2496,1
uid-2497,1
uid-2498,1
uid-2499,1
uid-2500,1
uid-2501,2
uid-2502,2
uid-2503,1
uid-2504,1
uid-2505,1
uid-2506,3
uid-2507,1
uid-2508,2
uid-2509,2
uid-2510,1
uid-2511,3
uid-2512,1
uid-2513,2
uid-2514,2
uid-2515,3
uid-2516,1
uid-2517,2
uid-2518,3
uid-2519,1
uid-2520,2
uid-2521,2
uid-2522,3
uid-2523,2
uid-2524,1
uid-2525,2
uid-2526,1
uid-2527,2
uid-2528,1
uid-2529,3
uid-2530,2
uid-2531,3
uid-2532,1
uid-2533,2
uid-2534,3
uid-2535,2
uid-2536,1
uid-2537,2
uid-2538,3
uid-2539,1
uid-2540,1
uid-2541,2
uid-2542,2
uid-2543,3
uid-2544,1
uid-2545,2
uid-2546,1
uid-2547,3
uid-2548,2
uid-2549,3
uid-2550,1
uid-2551,2
uid-2552,1
uid-2553,2
uid-2554,2
uid-2555,1
uid-2556,2
uid-2557,3
uid-2558,2
uid-2559,2
uid-2560,1
uid-2561,2
uid-2562,2
uid-2563,2
uid-2564,3
uid-2565,2
uid-2566,2
uid-2567,1
uid-2568,2
uid-2569,2
uid-2570,1
uid-2571,2
uid-2572,1
uid-2573,1
uid-2574,2
uid-2575,1
uid-2576,1
uid-2577,1
uid-2578,1
uid-2579,2
uid-2580,2
uid-2581,2
uid-2582,2
uid-2583,3
uid-2584,3
uid-2585,1
uid-2586,2
uid-2587,1
uid-2588,1
uid-2589,1
uid-2590,1
uid-2591,1
uid-2592,1
uid-2593,1
uid-2594,1
uid-2595,2
uid-2596,1
uid-2597,2
uid-2598,2
uid-2599,3
uid-2600,1
uid-2601,1
uid-2602,3
uid-2603,3
uid-2604,2
uid-2605,2
uid-2606,2
uid-2607,2
uid-2608,3
uid-2609,2
uid-2610,2
uid-2611,2
uid-2612,2
uid-2613,2
uid-2614,2
uid-2615,2
uid-2616,2
uid-2617,1
uid-2618,1
uid-2619,3
uid-2620,2
uid-2621,2
uid-2622,2
uid-2623,1
uid-2624,3
uid-2625,3
uid-2626,1
uid-2627,2
uid-2628,1
uid-2629,1
uid-2630,1
uid-2631,2
uid-2632,3
uid-2633,3
uid-2634,1
uid-2635,2
uid-2636,1
uid-2637,3
uid-2638,1
uid-2639,2
uid-2640,2
uid-2641,2
uid-2642,2
uid-2643,2
uid-2644,2
uid-2645,3
uid-2646,1
uid-2647,2
uid-2648,2
uid-2649,2
uid-2650,1
uid-2651,1
uid-2652,2
uid-2653,2
uid-2654,2
uid-2655,2
uid-2656,3
uid-2657,3
uid-2658,1
uid-2659,3
uid-2660,1
uid-2661,2
uid-2662,1
uid-2663,2
uid-2664,2
uid-2665,2
uid-2666,3
uid-2667,3
uid-2668,1
uid-2669,1
uid-2670,2
uid-2671,2
uid-2672,2
uid-2673,3
uid-2674,1
uid-2675,1
uid-2676,1
uid-2677,1
uid-2678,1
uid-2679,2
uid-2680,1
uid-2681,2
uid-2682,2
uid-2683,2
uid-2684,1
uid-2685,3
uid-2686,1
uid-2687,1
uid-2688,1
uid-2689,1
uid-2690,3
uid-2691,2
uid-2692,3
uid-2693,2
uid-2694,3
uid-2695,2
uid-2696,2
uid-2697,2
uid-2698,1
uid-2699,1
uid-2700,2
uid-2701,3
uid-2702,3
uid-2703,1
uid-2704,2
uid-2705,2
uid-2706,2
uid-2707,2
uid-2708,1
uid-2709,2
uid-2710,1
uid-2711,2
uid-2712,2
uid-2713,2
uid-2714,3
uid-2715,3
uid-2716,1
uid-2717,2
uid-2718,2
uid-2719,3
uid-2720,1
uid-2721,2
uid-2722,2
uid-2723,2
uid-2724,2
uid-2725,1
uid-2726,3
uid-2727,1
uid-2728,2
uid-2729,1
uid-2730,1
uid-2731,1
uid-2732,1
uid-2733,2
uid-2734,2
uid-2735,1
uid-2736,3
uid-2737,3
uid-2738,2
uid-2739,3
uid-2740,3
uid-2741,2
uid-2742,1
uid-2743,3
uid-2744,2
uid-2745,2
uid-2746,1
uid-2747,3
uid-2748,2
uid-2749,1
uid-2750,1
uid-2751,3
uid-2752,3
uid-2753,1
uid-2754,1
uid-2755,1
uid-2756,2
uid-2757,2
uid-2758,2
uid-2759,2
uid-2760,2
uid-2761,3
uid-2762,2
uid-2763,3
uid-2764,2
uid-2765,1
uid-2766,2
uid-2767,2
uid-2768,2
uid-2769,1
uid-2770,2
uid-2771,2
uid-2772,2
uid-2773,2
uid-2774,2
uid-2775,1
uid-2776,2
uid-2777,2
uid-2778,2
uid-2779,2
uid-2780,1
uid-2781,2
uid-2782,2
uid-2783,1
uid-2784,2
uid-2785,1
uid-2786,1
uid-2787,2
uid-2788,1
uid-2789,2
uid-2790,2
uid-2791,2
uid-2792,2
uid-2793,1
uid-2794,2
uid-2795,1
uid-2796,1
uid-2797,3
uid-2798,3
uid-2799,2
uid-2800,2
uid-2801,2
uid-2802,2
uid-2803,2
uid-2804,2
uid-2805,2
uid-2806,1
uid-2807,2
uid-2808,2
uid-2809,3
uid-2810,1
uid-2811,2
uid-2812,2
uid-2813,1
uid-2814,1
uid-2815,2
uid-2816,1
uid-2817,1
uid-2818,1
uid-2819,2
uid-2820,1
uid-2821,1
uid-2822,2
uid-2823,1
uid-2824,1
uid-2825,3
uid-2826,2
uid-2827,1
uid-2828,2
uid-2829,1
uid-2830,1
uid-2831,2
uid-2832,2
uid-2833,1
uid-2834,2
uid-2835,3
uid-2836,2
uid-2837,2
uid-2838,1
uid-2839,3
uid-2840,2
uid-2841,1
uid-2842,2
uid-2843,3
uid-2844,1
uid-2845,2
uid-2846,2
uid-2847,1
uid-2848,2
uid-2849,2
uid-2850,2
uid-2851,2
uid-2852,2
uid-2853,1
uid-2854,1
uid-2855,2
uid-2856,1
uid-2857,2
uid-2858,2
uid-2859,2
uid-2860,2
uid-2861,3
uid-2862,1
uid-2863,2
uid-2864,2
uid-2865,1
uid-2866,2
uid-2867,3
uid-2868,2
uid-2869,2
uid-2870,2
uid-2871,3
uid-2872,1
uid-2873,0
uid-2874,2
uid-2875,2
uid-2876,2
uid-2877,3
uid-2878,1
uid-2879,1
uid-2880,3
uid-2881,2
uid-2882,1
uid-2883,3
uid-2884,2
uid-2885,2
uid-2886,2
uid-2887,2
uid-2888,1
uid-2889,3
uid-2890,3
uid-2891,1
uid-2892,2
uid-2893,2
uid-2894,3
uid-2895,1
uid-2896,3
uid-2897,1
uid-2898,1
uid-2899,1
uid-2900,2
uid-2901,2
uid-2902,2
uid-2903,1
uid-2904,1
uid-2905,1
uid-2906,2
uid-2907,3
uid-2908,3
uid-2909,3
uid-2910,1
uid-2911,3
uid-2912,1
uid-2913,2
uid-2914,3
uid-2915,2
uid-2916,1
uid-2917,2
uid-2918,3
uid-2919,3
uid-2920,3
uid-2921,2
uid-2922,2
uid-2923,1
uid-2924,1
uid-2925,1
uid-2926,3
uid-2927,2
uid-2928,1
uid-2929,3
uid-2930,2
uid-2931,1
uid-2932,3
uid-2933,2
uid-2934,1
uid-2935,2
uid-2936,3
uid-2937,1
uid-2938,2
uid-2939,1
uid-2940,1
uid-2941,2
uid-2942,2
uid-2943,1
uid-2944,2
uid-2945,1
uid-2946,3
uid-2947,2
uid-2948,2
uid-2949,1
uid-2950,2
uid-2951,2
uid-2952,2
uid-2953,3
uid-2954,2
uid-2955,1
uid-2956,2
uid-2957,3
uid-2958,1
uid-2959,1
uid-2960,1
uid-2961,2
uid-2962,2
uid-2963,3
uid-2964,2
uid-2965,2
uid-2966,2
uid-2967,2
uid-2968,2
uid-2969,2
uid-2970,2
uid-2971,1
uid-2972,2
uid-2973,1
uid-2974,2
uid-2975,2
uid-2976,2
uid-2977,1
uid-2978,1
uid-2979,3
uid-2980,2
uid-2981,2
uid-2982,3
uid-2983,1
uid-2984,2
uid-2985,1
uid-2986,1
uid-2987,1
uid-2988,1
uid-2989,2
uid-2990,1
uid-2991,1
uid-2992,1
uid-2993,2
uid-2994,2
uid-2995,2
uid-2996,2
uid-2997,2
uid-2998,1
uid-2999,2
uid-3000,2
